# timestamp vx vy vz
0 -6.0936104939735e-08 -1.00382369083718e-10 -2.88657986402541e-15
0.02 5.89723223205774e-08 2.16965054863211e-11 1.73884344423225e-15
0.04 7.21292040595234e-07 3.23510072897104e-11 5.10008701937181e-16
0.06 3.26308252840413e-06 -1.49009971028846e-12 -3.38618022510673e-15
0.08 9.81173036151972e-06 -3.35483307800644e-11 -4.27435864480685e-15
0.1 2.32849492232123e-05 -3.82014420097221e-11 -3.88578058618805e-15
0.12 4.73832232042706e-05 -1.60394740024439e-11 -2.03591483949328e-15
0.14 8.65066832309268e-05 -5.50825843270708e-11 6.59194920871187e-17
0.16 0.000145671983480603 -3.92005761185032e-10 1.0547118733939e-15
0.18 0.000230504744702598 -1.41768874417636e-09 3.27515792264421e-15
0.2 0.000347239554198797 -3.67723151928345e-09 3.21964677141295e-15
0.22 0.000502712497432852 -7.95457818971584e-09 2.40508567922459e-15
0.24 0.000704279005477062 -1.62035105194525e-08 1.84401105496335e-15
0.26 0.000959731702486255 -3.24786229438656e-08 1.80411241501588e-16
0.28 0.0012772929372819 -6.30199650242247e-08 1.94289029309402e-16
0.3 0.00166561478334737 -1.16253042858894e-07 -2.22044604925031e-16
0.32 0.00213377250102443 -2.03139705837662e-07 -3.75133951679985e-17
0.34 0.00269119262158852 -3.41038008552091e-07 5.10008701937181e-16
0.36 0.00334758103134734 -5.57562062922234e-07 -2.77555756156289e-16
0.38 0.00411291643381267 -8.9093292204856e-07 1.0547118733939e-15
0.4 0.00499745034971388 -1.38997860277268e-06 5.55111512312578e-16
0.42 0.00601170136841155 -2.11503570021298e-06 1.51669041908997e-15
0.44 0.00716639191359949 -3.14786739334313e-06 9.52363188311267e-16
0.46 0.00847238500898272 -4.60158145204614e-06 1.52655665885959e-16
0.48 0.00994067852971842 -6.62153185143621e-06 5.82867087928207e-16
0.5 0.0115824052023924 -9.38531879723925e-06 -4.44089209850063e-16
0.52 0.0134088275665244 -1.3104561378109e-05 -4.81494184800813e-16
0.54 0.015431282550858 -1.80443969919099e-05 -3.76434994286967e-16
0.56 0.0176611260496596 -2.4542980748124e-05 -2.04003480774873e-15
0.58 0.0201097278842122 -3.30132581436993e-05 -1.58206781009085e-15
0.6 0.0227884718028004 -4.39429650668233e-05 -1.99840144432528e-15
0.62 0.0257087510894905 -5.78975508720883e-05 -9.25800235085372e-16
0.64 0.0288819202605914 -7.55523322733473e-05 -3.79904441238921e-16
0.66 0.0323192467611198 -9.77246472256693e-05 -1.17267306976032e-15
0.68 0.0360319065735691 -0.000125376778015496 5.82867087928207e-16
0.7 0.040030984217912 -0.000159615951253245 4.9960036108132e-16
0.72 0.0443274690235174 -0.000201698575363539 1.40588495706195e-15
0.74 0.048932214120311 -0.00025307685297677 1.62196645003831e-15
0.76 0.0538558954299286 -0.000315445393305622 6.24500451351651e-16
0.78 0.0591090079376392 -0.000390745449638463 1.08246744900953e-15
0.8 0.0647018656923394 -0.000481164919345689 -2.22044604925031e-16
0.82 0.0706445982661949 -0.000589143908712839 -3.7621815385247e-17
0.84 0.0769471118105389 -0.000717435946222939 -3.79904441238921e-16
0.86 0.0836190501117957 -0.000869169195838682 -7.35522753814166e-16
0.88 0.0906697910511158 -0.00104785202183805 1.38777878078145e-16
0.9 0.0981084466043571 -0.00125737298882 4.44089209850063e-16
0.92 0.105943859435949 -0.0015020075312621 4.06684234899313e-16
0.94 0.114184565431205 -0.00178649131870943 5.11743425413158e-16
0.96 0.122838756228646 -0.00211609362094095 6.24500451351651e-16
0.98 0.131914275813848 -0.00249662397753758 -2.4980018054066e-16
1 0.141418620519442 -0.00293443219788814 -2.22044604925031e-16
1.02 0.151358935193024 -0.00343641573645377 -3.7621815385247e-17
1.04 0.161741971044224 -0.00401010082080623 -3.79904441238921e-16
1.06 0.172574043491779 -0.0046637235796391 -2.06779038336435e-15
1.08 0.183861028331441 -0.0054062374180523 -3.05311331771918e-16
1.1 0.195608361735966 -0.00624731301755455 -4.44089209850063e-16
1.12 0.207821035044926 -0.00719734575046015 4.06684234899313e-16
1.14 0.22050353745236 -0.0082675372383132 1.39992184511328e-15
1.16 0.233659798694454 -0.00946997691031731 6.24500451351651e-16
1.18 0.247293183839325 -0.0108176494177227 -2.4980018054066e-16
1.2 0.261406493287022 -0.012324434633852 -2.22044604925031e-16
1.22 0.276001955818583 -0.0140051141367713 -3.7621815385247e-17
1.24 0.291081152135668 -0.0158754425189626 -3.79904441238921e-16
1.26 0.306644938400175 -0.0179522186969608 -1.17961196366423e-15
1.28 0.322693439283314 -0.0202532923940644 -3.05311331771918e-16
1.3 0.339226047965591 -0.0227975641403334 4.44089209850063e-16
1.32 0.356241416275592 -0.0256049897311084 4.06575814682064e-16
1.34 0.373737346216504 -0.0286966292708241 1.39818712163731e-15
1.36 0.391710681492617 -0.0320946962168237 6.10622663543836e-16
1.38 0.410157297648127 -0.0358225618378722 -2.77555756156289e-16
1.4 0.429072102067107 -0.0399047552141695 -3.33066907387547e-16
1.42 0.448449020242576 -0.0443669639940426 -2.5955800009303e-16
1.44 0.468280844736035 -0.0492360427176518 -8.22258927613007e-16
1.46 0.488559084137025 -0.0545400211406785 -1.60982338570648e-15
1.48 0.509273949332168 -0.0603081049910369 -1.16573417585641e-15
1.5 0.530414353505171 -0.0665706759688653 -3.33066907387547e-16
1.52 0.551967894737199 -0.0733592868755 -2.59666420310278e-16
1.54 0.573920664611028 -0.0807066080321635 9.52363188311267e-16
1.56 0.596257056815197 -0.088646373698632 1.59594559789866e-16
