# timestamp wx wy wz ax ay az
0 -1.85763950302897e-09 4.28972630900152e-05 3.56815478043368e-11 4.39756669519687e-06 1.02524640291871e-08 9.80665000000083
0.02 8.91117840500414e-10 0.000125040292113516 -6.4376840317551e-12 -9.43349639576229e-07 2.66526043287817e-09 9.80665000000712
0.04 -9.90992633240717e-11 0.000453802333096734 -1.14267044059531e-11 6.32471716628643e-08 -9.55100520507174e-10 9.80665000021984
0.06 -1.09076903781434e-09 0.00100407990316775 -1.75674009381236e-12 1.10731485715688e-06 -1.99389608255895e-09 9.80665000216853
0.08 7.95918227851417e-10 0.00175578155088166 7.73163756465104e-12 3.10920013201828e-07 -1.1874128172543e-09 9.80665001140404
0.1 7.58306072157465e-09 0.00269382785622062 9.85428664585378e-12 -7.54787942025037e-07 1.20867084798569e-09 9.80665004178474
0.12 2.11659928909838e-08 0.00380792403152576 4.82983232401053e-12 4.44978026121004e-07 4.16697704556185e-09 9.80665012111831
0.14 5.13537101326959e-08 0.00509005853174882 -2.43189882262185e-12 2.13243892626618e-06 3.15491787194767e-09 9.80665029683775
0.16 1.2390929412048e-07 0.00653200166470376 -6.68140949542978e-12 2.5977926594678e-06 -4.02769374852998e-09 9.80665064274166
0.18 2.81280861471458e-07 0.00812507819199873 -7.11467836837397e-12 1.78899165793516e-06 -1.2891814453246e-08 9.80665126685462
0.2 5.82601565467694e-07 0.00986016732903602 -1.30618252997511e-11 1.39908651968539e-06 -8.98672604339837e-09 9.8066523201599
0.22 1.10561788453311e-06 0.0117277391714929 -4.47247453713489e-11 3.45843672195864e-06 1.8521357173357e-08 9.80665400492896
0.24 1.96790077024792e-06 0.0137182553866089 -1.14881089809427e-10 5.90237889275725e-06 3.13827983422704e-08 9.80665657824777
0.26 3.34805680249126e-06 0.0158225699044743 -2.15152861327906e-10 7.0066504313366e-06 3.35282447304874e-09 9.80666036062051
0.28 5.48765648873198e-06 0.0180319653445097 -3.35261190149563e-10 6.79825575102601e-06 -5.0607653796015e-08 9.80666574526327
0.3 8.69123426540061e-06 0.020338153015467 -5.11886882315429e-10 6.97117353419941e-06 -6.19825159737779e-08 9.80667320710998
0.32 1.33292525229378e-05 0.0227332581198829 -8.77053919371676e-10 9.49503166952141e-06 3.35871176821589e-08 9.80668330888271
0.34 1.98707059092858e-05 0.0252096570030756 -1.60245182564362e-09 1.26237065405987e-05 1.01254687116884e-07 9.80669669579586
0.36 2.89157257106385e-05 0.0277598144021403 -2.75263216279893e-09 1.47875277311981e-05 4.06703129392134e-08 9.80671410560896
0.38 4.11985439491709e-05 0.0303762686504036 -4.23232629323225e-09 1.58853795331591e-05 -1.17651323089526e-07 9.80673637771507
0.4 5.75874931580958e-05 0.0330516316774232 -5.9782976695121e-09 1.72697501401698e-05 -1.86024400717383e-07 9.80676446007535
0.42 7.90883200587458e-05 0.0357785961393041 -8.38081107850056e-09 2.05817276345078e-05 2.65205839761847e-08 9.80679940999936
0.44 0.000106880640320711 0.0385500138521771 -1.2347147566547e-08 2.42792879816133e-05 2.03078100348793e-07 9.80684237558662
0.46 0.000142354394334309 0.0413589742256729 -1.85681340081797e-08 2.70452811961239e-05 9.82581456293824e-08 9.80689460853989
0.48 0.000187113162271809 0.044198811393232 -2.67997800328302e-08 2.88886447924238e-05 -2.39690561071618e-07 9.80695747271667
0.5 0.000242974162314663 0.0470631042121101 -3.61929705965066e-08 3.10955622844747e-05 -4.26945002823963e-07 9.80703244790318
0.52 0.000311971140197556 0.0499456709106567 -4.71119134921733e-08 3.51731068240214e-05 -5.65820405237566e-08 9.80712112376766
0.54 0.000396386200415495 0.0528405102081745 -6.23568833952411e-08 3.97830491971505e-05 2.82843310175788e-07 9.80722516585403
0.56 0.000498781645675837 0.0557417424347109 -8.49886582428455e-08 4.37355011210663e-05 1.23441830277174e-07 9.80734633303896
0.58 0.000622002879034762 0.0586436041782302 -1.1503289457095e-07 4.69725803158238e-05 -4.71957237657696e-07 9.80748648593507
0.6 0.000769178397189762 0.0615404482846825 -1.49164727635177e-07 5.05445771467293e-05 -8.54144926203462e-07 9.80764758733062
0.62 0.000943721458647114 0.0644267457385565 -1.85962775890177e-07 5.57078774012675e-05 -3.1638885736266e-07 9.80783168905644
0.64 0.00114934869016669 0.067297106345963 -2.31557846016719e-07 6.12648104755374e-05 2.09240722902026e-07 9.80804088253646
0.66 0.00139009873527384 0.0701462994170261 -2.9522619436086e-07 6.61676337058556e-05 -3.23186040677908e-08 9.80827732266105
0.68 0.00167033398809849 0.0729692556453213 -3.79187571741811e-07 7.03641681149948e-05 -9.70747086653544e-07 9.80854323683159
0.7 0.00199474057824338 0.0757610671082585 -4.74763021067414e-07 7.47652101233489e-05 -1.64644588769448e-06 9.80884092263533
0.72 0.00236832822464336 0.0785169834071407 -5.74023028300967e-07 8.04666989735557e-05 -9.94075121731189e-07 9.80917272888613
0.74 0.00279642959226907 0.0812323691838014 -6.87152370671037e-07 8.64852315948682e-05 -3.21079494280354e-07 9.80954099414522
0.76 0.00328469980222476 0.0839026616324192 -8.36310691295375e-07 9.19764194643687e-05 -7.01242447369537e-07 9.80994807774146
0.78 0.00383911652496913 0.0865233666317603 -1.03074981145823e-06 9.69661591950157e-05 -2.06314375450035e-06 9.81039637032466
0.8 0.00446597996317649 0.0890900587462941 -1.25266461750029e-06 0.000102336669461312 -3.12597674343859e-06 9.81088829014066
0.82 0.00517191038482186 0.0915983793399934 -1.47836479056667e-06 0.00010910496134251 -2.44832345550468e-06 9.81142625812649
0.84 0.00596382375730661 0.0940440156966569 -1.72047835503455e-06 0.000116288202203042 -1.70504640083075e-06 9.81201262088294
0.86 0.00684890781879463 0.0964226801155258 -2.02378184350042e-06 0.000123020859270916 -2.29184168398459e-06 9.81264969477014
0.88 0.00783462028853471 0.098730107985169 -2.413809108304e-06 0.000129258053383205 -4.15771178616726e-06 9.81333978137765
0.9 0.00892868888528802 0.100962057784059 -2.85990158788084e-06 0.000135771324033879 -5.75026239009665e-06 9.81408516445106
0.92 0.0101391061366231 0.103114305506908 -3.30796751745267e-06 0.000143464076310294 -5.2949930637967e-06 9.81488808127595
0.94 0.0114740787893323 0.105182582808274 -3.76757421884909e-06 0.000151331996882711 -4.74708353455571e-06 9.8157506333799
0.96 0.0129419782519963 0.107162515046821 -4.31860246127879e-06 0.000158522705937336 -5.75115021115581e-06 9.81667484777114
0.98 0.0145513369880794 0.109049615552437 -5.01760001628243e-06 0.000165039423554006 -8.27307092432587e-06 9.8176627006469
1 0.0163108486681712 0.110839285614639 -5.8185321689852e-06 0.000171764265745978 -1.05655649241494e-05 9.81871611833702
1.02 0.0182293599734418 0.112526808557211 -6.61657965410334e-06 0.000179716489354573 -1.06090850415929e-05 9.81983694369124
1.04 0.0203157935084415 0.114107282726856 -7.40727636858665e-06 0.000187786873035827 -1.05101903359763e-05 9.82102682295359
1.06 0.0225790728119141 0.115575554153436 -8.31968636672872e-06 0.000195081357964606 -1.20668973741022e-05 9.82228730140422
1.08 0.025028117347053 0.116926210103386 -9.46170484111582e-06 0.00020173941133747 -1.52906301191682e-05 9.82361986443335
1.1 0.0276718429741614 0.118153579008931 -1.07717918707098e-05 0.000208987257550636 -1.84030499755589e-05 9.8250259472366
1.12 0.0305191501389325 0.119251722483386 -1.20695598665263e-05 0.000218151485850806 -1.9316386317403e-05 9.82650688793878
1.14 0.033578817030188 0.120214342312508 -1.33200729061444e-05 0.000227602372996791 -2.00903533730696e-05 9.82806375343235
1.16 0.0368593965040109 0.12103468652147 -1.47163448245177e-05 0.000235960811093361 -2.25151612683234e-05 9.82969750997327
1.18 0.0403692099333931 0.121705539938247 -1.64429615161995e-05 0.000243232566164521 -2.66693162119354e-05 9.83140910010975
1.2 0.0441163482824844 0.122219223927425 -1.84257920801405e-05 0.00025090283086655 -3.09601427904725e-05 9.83319946734377
