ts,t,an
1627565711.0551372,0.0,10.434607419790318
1627565711.0563872,0.0012500286102294922,8.331785979451679
1627565711.057641,0.0025038719177246094,8.331833877528169
1627565711.058891,0.0037539005279541016,9.906870141249724
1627565711.0601685,0.0050313472747802734,9.906833389017773
1627565711.0614185,0.006281375885009766,8.125910146111773
1627565711.0626557,0.0075185298919677734,8.125950683204856
1627565711.0639057,0.008768558502197266,9.639715486802032
1627565711.0651515,0.01001429557800293,9.639680557202412
1627565711.0664015,0.011264324188232422,9.679729312149803
1627565711.067655,0.012517929077148438,9.679728312446203
1627565711.068905,0.01376795768737793,9.745804473440606
1627565711.0701592,0.015022039413452148,9.745802099572163
1627565711.0714092,0.01627206802368164,9.638198157274923
1627565711.0726628,0.017525672912597656,9.638200006500485
1627565711.0739129,0.01877570152282715,10.308157274012357
1627565711.075167,0.020029783248901367,10.30814081738647
1627565711.076417,0.02127981185913086,9.999754848948465
1627565711.0776706,0.022533416748046875,9.999760688281558
1627565711.0789206,0.023783445358276367,9.489223147289328
1627565711.0801747,0.025037527084350586,9.489233931072825
1627565711.0814247,0.026287555694580078,10.663688023683648
1627565711.0826783,0.027541160583496094,10.663660371818139
1627565711.0839283,0.028791189193725586,9.204468408559556
1627565711.0851824,0.030045270919799805,9.20450108714241
1627565711.0864325,0.0312952995300293,11.533321936061016
1627565711.0876863,0.032549142837524414,11.533267991828128
1627565711.0889363,0.033799171447753906,9.008004645273141
1627565711.0901902,0.03505301475524902,9.008062193120333
1627565711.0914402,0.036303043365478516,11.455911511416126
1627565711.092694,0.03755688667297363,11.455855190445044
1627565711.093944,0.038806915283203125,9.015096630011916
1627565711.0952067,0.040069580078125,9.015152009899555
1627565711.0964568,0.04131960868835449,10.133479085137454
1627565711.0977018,0.04256463050842285,10.133453335941551
1627565711.0989518,0.043814659118652344,8.910077678477382
1627565711.100207,0.04506993293762207,8.910105333463227
1627565711.101457,0.04631996154785156,9.956878003158637
1627565711.102711,0.04757380485534668,9.956853935366562
1627565711.103961,0.04882383346557617,9.285543093555273
1627565711.1052148,0.05007767677307129,9.285558348685003
1627565711.1064649,0.05132770538330078,9.721093706089121
1627565711.107719,0.052581787109375,9.721083394873217
1627565711.108969,0.05383181571960449,10.063644802198795
1627565711.1102226,0.05508542060852051,10.063635375427376
