t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,jerk_x,jerk_y,jerk_z,snap_x,snap_y,snap_z
0.2,1.5000140186554098,1.4999999999344924,1.0,0.99999994127236,7.240937225963625e-09,0.00034271748805684893,-1.3119845366969611e-12,0.00034472849596587306,-3.221753330057555e-09,0.0,5.669488962245168e-07,0.00985449691892277,-1.6521644726892515e-11,0.006724118300350197,-1.420672222251631e-07,0.0,1.9225268709488447e-05,0.09013228824291154,-7.053302200812398e-10,2.1454067631009877,2.1464689822825034,2.1464692451281393,2.145407025902306,0.09665920051664328,-5.5393450607280325e-06,0.0,0.8842915956859615,-0.00018754840221245301,0.0
0.22,1.5000223929083643,1.4999999998328526,1.0,0.9999998985344734,1.521101727929711e-08,0.00045047868170937307,-3.580133548370168e-12,0.0004997429996483209,-7.460466132003586e-09,0.0,1.0790299825406487e-06,0.0117216010414304,-3.7082457771109353e-11,0.008838394425515024,-2.984402815066393e-07,0.0,3.313675701428205e-05,0.096494560748819,-1.4332263458569763e-09,2.1453695448245806,2.146506744081778,2.1465071971324874,2.145369997781249,0.11497645072083833,-1.0550289573544929e-05,0.0,0.9467048827182977,-0.00032359055324951235,0.0
0.24,1.5000343151399,1.4999999996074904,1.0,0.9999998332276455,2.989927195847144e-08,0.0005775332718139747,-8.936430491469764e-12,0.0007007882431751886,-1.6031764407409512e-08,0.0,1.937902825049731e-06,0.013711525653446814,-7.737923664760636e-11,0.011331208462187435,-5.866241105838012e-07,0.0,5.4346881177834894e-05,0.10241623793045394,-2.7298652330570398e-09,2.1453350666293924,2.1465420534750863,2.1465427965300488,2.145335809497601,0.13449858741161436,-1.895844726189313e-05,0.0,1.004796878341692,-0.0005311258124503548,0.0
0.26,1.500050783250236,1.4999999991403539,1.0,0.9999997371398194,5.558057266243155e-08,0.000725065713687022,-2.0694077211566153e-11,0.0009556702335613185,-3.235469376123908e-08,0.0,3.3148204034079734e-06,0.015815559907494177,-1.5185054292459795e-10,0.014225800520729819,-1.0904919899674065e-06,0.0,8.548688874331354e-05,0.10790740679562597,-4.923653443472514e-09,2.1453033215893225,2.146575022398739,2.1465761912423207,2.1453044900822227,0.15514017986295575,-3.2442696685402536e-05,0.0,1.0586669457689841,-0.0008359561106484702,0.0
0.28,1.500072955794507,1.4999999982258174,1.0,0.9999996002260255,9.852297928270212e-08,0.0008941743562785465,-4.494902485548021e-11,0.0012726428260736082,-6.189777907307882e-08,0.0,5.4393314391135075e-06,0.018025193682696287,-2.8277536397988247e-10,0.017543721910758103,-1.9330239604175005e-06,0.0,0.00012976486155759324,0.11297805263716723,-8.476205596589526e-09,2.1452743151717995,2.1466057739770417,2.1466075482713523,2.145276088838427,0.17681777577921493,-5.325370484362001e-05,0.0,1.1084135640752624,-0.001269543499849059,0.0
0.3,1.5001021606046006,1.4999999965210704,1.0,0.9999994104392506,1.676299751134851e-07,0.001085873437870844,-9.238097958618531e-11,0.001660374342721662,-1.1308323140603223e-07,0.0,8.61132247828735e-06,0.020332115531008433,-5.032677881532572e-10,0.02130487453258645,-3.2889078969235923e-06,0.0,0.00019101533078177298,0.11763805706715563,-1.4016078337069091e-08,2.1452480663634437,2.1466344436225033,2.14663705548051,2.145250677143643,0.1994498835602292,-8.433208216506351e-05,0.0,1.15413432260054,-0.0018694973674163468,0.0
0.32,1.5001399027512186,1.49999999347574,1.0,0.9999991535754255,2.752079234023377e-07,0.0013010950607152852,-1.8092564773104006e-10,0.002127914975022087,-1.9846744043961606e-07,0.0,1.3214000623306412e-05,0.022728210583033637,-8.609813522602943e-10,0.025527549912687936,-5.399597786795198e-06,0.0,0.0002737435915805888,0.12189719593457791,-2.2375913493892474e-08,2.145224608711801,2.1466611800503306,2.1466649232174846,2.1452283500942486,0.22295695442877986,-0.0001294357750611868,0.0,1.1959259126435975,-0.0026800098101540585,0.0
0.34,1.5001878718617767,1.499999988234721,1.0,0.9999988131345989,4.378675990148593e-07,0.0015406911441595607,-3.3961495515662554e-10,0.002684664963885291,-3.3624867264511306e-07,0.0,1.9727704073027808e-05,0.02520555841067794,-1.4225860310748555e-09,0.030228467879818206,-8.591003147792226e-06,0.0,0.0003831640563365535,0.12576513708090348,-3.463244511084719e-08,2.145203991270307,2.1466861461937476,2.1466913857571117,2.145209227971661,0.24726136435737095,-0.0001932755931293127,0.0,1.2338841155327223,-0.0037522327532352635,0.0
0.36,1.5002479488096134,1.499999979507129,1.0,0.9999983702000305,6.775674572403413e-07,0.0018054353557900187,-6.139437050733128e-10,0.0033403435493927673,-5.521561453912796e-07,0.0,2.8744415568532868e-05,0.027756430842744477,-2.2790687061025387e-09,0.03542281487699393,-1.3293960258122205e-05,0.0,0.0005252320997566235,0.12925143786289248,-5.2148705449869695e-08,2.1451862794358263,2.1467095200087005,2.1467167025450666,2.145193457511574,0.27228739571120114,-0.0002816576513062803,0.0,1.2681037859756121,-0.005144591537799522,0.0
0.38,1.5003222117898316,1.499999965393187,1.0,0.9999978033366218,1.0228050006983157e-06,0.0020960250200730995,-1.073186917152033e-09,0.004104958683118477,-8.817774099919087e-07,0.0,4.098284398968126e-05,0.03037328972790043,-3.5518935939231773e-09,0.04112428190262314,-2.006761049300037e-05,0.0,0.0007066689558952354,0.13236554234625184,-7.661766252109051e-08,2.1451715556702364,2.1467314951582424,2.1467411592267154,2.1451812129617704,0.2979612185003401,-0.00040163141249842176,0.0,1.298678829398505,-0.006923030763218206,0.0
0.4,1.50041294179695,1.4999999431596898,1.0,0.9999970885098297,1.5099612159164564e-06,0.002413083003920881,-1.8201607706719872e-09,0.004988777495490693,-1.3733832144237409e-06,0.0,5.730393155322756e-05,0.03304878463726317,-5.400042889867723e-09,0.04734510207167299,-2.9625783997264368e-05,0.0,0.0009349793262316865,0.135116778048764,-1.1010643772892121e-07,2.145159920099409,2.146752281568578,2.1467650684484396,2.1451726969172547,0.324210871106355,-0.000561641941935062,0.0,1.3257021717879325,-0.009161189158019962,0.0
0.42,1.5005226275193886,1.4999999089534892,1.0,0.9999961990259189,2.1848015932278764e-06,0.0027571595785229838,-3.0039903574941118e-09,0.006002297510479459,-2.0913106992936576e-06,0.0,7.872663817809814e-05,0.03577575049612981,-8.027940173268151e-09,0.0540960877847564,-4.286645856553485e-05,0.0,0.0012184614498224472,0.13751435208072052,-1.5510018782026898e-07,2.1451514909849223,2.1467721058502613,2.1467887704214963,2.1451681409245973,0.3509662403169366,-0.0007716849292518677,0.0,1.3492657203521214,-0.011940501169607437,0.0
0.44,1.5006539696656533,1.4999998574412188,1.0,0.9999951054941797,3.104135735525716e-06,0.0031287342566747767,-4.836517919695335e-09,0.007156218599616756,-3.119966886474353e-06,0.0,0.00010644385046621074,0.03854720513110436,-1.1694240322822543e-08,0.06138666748933912,-6.090433431714097e-05,0.0,0.001566209471514843,0.13956734650845543,-2.1454469095600726e-07,2.1451464050653835,2.1467912115795276,2.1468126332410913,2.145167805850266,0.37815904046648496,-0.001043462996692028,0.0,1.3694603131280627,-0.01535022380936182,0.0
0.46,1.5008098847369271,1.4999997813622217,1.0,0.9999937758114892,4.337636020079439e-06,0.0035282176046847295,-7.613054396694715e-09,0.008461415666997572,-4.568514933564722e-06,0.0,0.000141838260262374,0.04135634671510101,-1.672145020697602e-08,0.06922492201284107,-8.510653488114187e-05,0.0,0.001988108022537587,0.14128471273899823,-2.918866524729173e-07,2.1451448177660595,2.146809859435993,2.146837052955708,2.1451719820104036,0.40572279144132,-0.0013905417904443932,0.0,1.3863756554799016,-0.019487388068533576,0.0
0.48,1.5009935082605967,1.4999996709804093,1.0,0.9999921751693875,5.969814218703399e-06,0.003955953027756569,-1.1738243376995692e-08,0.009928912056454502,-6.576305540373056e-06,0.0,0.00018649805677457533,0.0441965510884288,-2.3506324644291465e-08,0.07761762044215886,-0.0001171314156588538,0.0,0.0024948189997553803,0.14267526469889172,-3.911107414458653e-07,2.145146903276867,2.1468283271942745,2.1468624533839655,2.14518098906208,0.4335927952654074,-0.0018285043456836565,0.0,1.400100241270008,-0.024456674933285488,0.0
