# timestamp tx ty tz qx qy qz qw
308.618 2.99998400458192 1.40889946519303e-05 0.985140099047749 2.27961251722233e-07 -2.14650062659543e-06 0.00014752899904664 0.999999989115268
308.638 2.99998394428661 1.37600475588046e-05 0.985139224707092 -2.84542690401203e-08 -2.01315713840402e-06 0.000147738900211975 0.999999989084582
308.658 2.99998386845943 1.34344515761056e-05 0.985138204621042 -2.82557835024468e-07 -1.77331297374592e-06 0.000147921532836524 0.999999989057998
308.678 2.99998377935661 1.31137739823475e-05 0.985137497246517 -5.33400094322264e-07 -1.47861730220003e-06 0.000148092814861923 0.999999989033024
308.698 2.99998367943942 1.27999193501848e-05 0.985137363698947 -7.66479354978467e-07 -1.16607827018962e-06 0.00014825413478236 0.999999989009382
308.718 2.99998357122886 1.24947986961323e-05 0.985137894150209 -9.62449242433931e-07 -8.60708992374034e-07 0.000148399272913584 0.999999988987994
308.738 2.99998345716136 1.22000023673581e-05 0.985139034379043 -1.10572969784369e-06 -5.78165976256608e-07 0.000148521249518574 0.999999988969941
308.758 2.99998333947267 1.19165700923894e-05 0.985140616285818 -1.19060471229067e-06 -3.27190800510501e-07 0.000148617271338475 0.999999988955691
308.778 2.99998322015313 1.164500767867e-05 0.985142398470614 -1.22094021377641e-06 -1.11552357693465e-07 0.000148688851028877 0.999999988945061
308.798 2.99998310093125 1.13854008740306e-05 0.985144110775663 -1.20738868016643e-06 6.82076509640951e-08 0.000148740025014358 0.999999988937471
308.818 2.99998298325817 1.11375329652326e-05 0.985145498980247 -1.1644970875711e-06 2.13036788030156e-07 0.000148775498206352 0.999999988932225
308.838 2.99998286829252 1.09010018555357e-05 0.98514636898251 -1.10782995383835e-06 3.2366182496045e-07 0.000148798812769845 0.999999988928791
308.858 2.99998275689175 1.06753235969159e-05 0.985146617640554 -1.05148489214242e-06 3.99603393917567e-07 0.0001488111420618 0.999999988926989
308.878 2.99998264961994 1.04600015379297e-05 0.98514622974869 -1.00660453999805e-06 4.40030282092664e-07 0.000148811671534659 0.99999998892694
308.898 2.99998254676214 1.02545819262272e-05 0.985145261672981 -9.80281000108786e-07 4.45338433660421e-07 0.000148798604806979 0.999999988928908
308.918 2.99998244833897 1.005870899009e-05 0.985143824473686 -9.74475378078841e-07 4.18757824929181e-07 0.000148770193778701 0.999999988933152
308.938 2.99998235412211 9.87217858879745e-06 0.985142066979722 -9.84977665426528e-07 3.67919590490784e-07 0.000148725755944537 0.999999988939772
308.958 2.99998226367416 9.69495465249927e-06 0.985140157615631 -1.00141559581237e-06 3.05389677304965e-07 0.000148666358861344 0.999999988948609
308.978 2.99998217644999 9.52709116468761e-06 0.985138263061844 -1.00992627980406e-06 2.46579070208327e-07 0.000148594659698597 0.999999988959273
308.998 2.9999820919225 9.3686169341764e-06 0.985136525667453 -9.96876814113708e-07 2.0662054696001e-07 0.000148514411941775 0.999999988971216
309.018 2.99998200970923 9.21941893590825e-06 0.985135040814997 -9.52625237295548e-07 1.97205685966222e-07 0.00014842995929315 0.9999999889838
309.038 2.9999819296969 9.07912784015568e-06 0.985133834827348 -8.75214120415979e-07 2.23472957973454e-07 0.000148345732023779 0.999999988996364
309.058 2.99998185211159 8.94706043997622e-06 0.98513285696904 -7.72312657988726e-07 2.82223992752638e-07 0.00014826580704725 0.999999989008287
309.078 2.99998177745084 8.82230651269663e-06 0.985132007225787 -6.58712645441308e-07 3.63511368509728e-07 0.000148193629746342 0.999999989019041
309.098 2.99998170636142 8.70387257965093e-06 0.985131178178457 -5.5207295691016e-07 4.53554576150035e-07 0.000148131799519917 0.99999998902823
309.118 2.99998163951497 8.5908278543129e-06 0.985130297419131 -4.68596658020383e-07 5.37707067340978e-07 0.000148081857779367 0.999999989035627
309.138 2.99998157748491 8.48244837965667e-06 0.985129369168527 -4.18766210300459e-07 6.03400600202689e-07 0.000148044082811695 0.999999989041205
309.158 2.99998152065679 8.37831408544924e-06 0.985128495128864 -4.04589024568882e-07 6.42499285092699e-07 0.000148017463202448 0.999999989045127
309.178 2.99998146922324 8.27828633460089e-06 0.985127842626694 -4.20676974108293e-07 6.5215517311686e-07 0.000148000124526424 0.99999998904768
309.198 2.99998142321239 8.18243838944754e-06 0.985127591991167 -4.56836255255375e-07 6.35073542998634e-07 0.000147989934598308 0.999999989049184
309.218 2.99998138251749 8.09098406726122e-06 0.985127883133668 -5.00715338188842e-07 5.99755483709972e-07 0.000147985115589975 0.999999989049898
309.238 2.99998134692743 8.0042064297253e-06 0.98512876297789 -5.40427612511993e-07 5.60692815366995e-07 0.000147984844634456 0.99999998904994
309.258 2.99998131617923 7.92238735549278e-06 0.985130155001488 -5.66516097290068e-07 5.37323817682989e-07 0.000147989555109198 0.999999989049241
309.278 2.99998129006644 7.84573935441708e-06 0.985131884907115 -5.72248006994144e-07 5.49843317034891e-07 0.000148000478105873 0.999999989047614
309.298 2.99998126856948 7.77433826486589e-06 0.985133728405025 -5.53251381516178e-07 6.13773581574115e-07 0.000148018884579587 0.999999989044864
309.318 2.99998125198692 7.70805598499974e-06 0.985135459846134 -5.07126410517545e-07 7.34487555394089e-07 0.00014804531598373 0.999999989040894
309.338 2.99998124106272 7.64649455007933e-06 0.985136900295263 -4.33068198180301e-07 9.01860093404946e-07 0.000148078830020504 0.99999998903583
309.358 2.99998123701178 7.58895520651962e-06 0.985137951049483 -3.31786984110476e-07 1.08824720439962e-06 0.000148116639481581 0.999999989030083
309.378 2.99998124128693 7.53449632383946e-06 0.98513859020938 -2.0618344564746e-07 1.25491331403933e-06 0.000148154748940455 0.999999989024276
309.398 2.99998125524417 7.48202630335811e-06 0.98513885469541 -6.23214575187751e-08 1.36178653479347e-06 0.0001481889845453 0.999999989019083
309.418 2.99998127980396 7.43039783292038e-06 0.985138821704454 8.95877067653203e-08 1.3773419352268e-06 0.000148216038937823 0.99999998901505
309.438 2.99998131511796 7.37850200836108e-06 0.9851385902145 2.34252840117012e-07 1.28832372515624e-06 0.000148234497758571 0.99999998901241
309.458 2.99998136037827 7.32535899018978e-06 0.985138263740723 3.51713605223361e-07 1.1052792560016e-06 0.000148245387433314 0.99999998901098
309.478 2.99998141398805 7.27019986506584e-06 0.985137936268171 4.21161349422379e-07 8.57461473937813e-07 0.000148251507768249 0.999999989010289
309.498 2.99998147387463 7.21254504249384e-06 0.985137679435855 4.26103258735326e-07 5.83543187915428e-07 0.000148256285841312 0.999999989009776
309.518 2.9999815378081 7.15228251825816e-06 0.985137529768965 3.59578179697626e-07 3.22170252824323e-07 0.000148262611497142 0.999999989008983
309.538 2.9999816037167 7.08974410345767e-06 0.985137476253799 2.29234339333819e-07 1.02632381884505e-07 0.000148271691522057 0.999999989007721
309.558 2.99998166992126 7.02572875914176e-06 0.985137456823387 5.88164355596841e-08 -6.14076465481508e-08 0.00014828238918462 0.999999989006163
309.578 2.99998173516373 6.9613916605494e-06 0.98513737746253 -1.19461943897414e-07 -1.70421163607775e-07 0.000148291795851494 0.99999998900475
309.598 2.99998179855469 6.89808036694972e-06 0.985137140223525 -2.76136530780599e-07 -2.34462388596184e-07 0.000148296287959428 0.99999998900404
309.618 2.99998185951779 6.83716895708238e-06 0.985136671584614 -3.95848685922554e-07 -2.68499576007077e-07 0.000148292602657807 0.999999989004538
309.638 2.99998191773372 6.77989554982448e-06 0.985135950320635 -4.88408624558891e-07 -2.87791386391873e-07 0.000148278895880155 0.999999989006524
309.658 2.99998197307436 6.72728784074107e-06 0.98513502269125 -5.92238486860436e-07 -3.04439103209503e-07 0.000148255343256549 0.999999989009955
309.678 2.99998202551191 6.68031206357167e-06 0.985133985435265 -7.58471941013572e-07 -3.26923692376154e-07 0.000148223580522258 0.999999989014544
309.698 2.99998207501811 6.64010996760042e-06 0.985132956082533 -1.02743363266016e-06 -3.60818714036541e-07 0.000148185686757441 0.999999989019908
309.718 2.99998212146313 6.60823918025271e-06 0.985132042778053 -1.40482555149392e-06 -4.09548466740099e-07 0.000148143150047615 0.999999989025733
309.738 2.99998216451608 6.58690537510765e-06 0.98513131453325 -1.83874360899354e-06 -4.75131699269008e-07 0.000148095852822905 0.999999989032006
309.758 2.99998220358927 6.57898138072635e-06 0.985130782583719 -2.21827971006446e-06 -5.58549961537442e-07 0.000148041568666676 0.999999989039231
309.778 2.99998223789337 6.5874854469354e-06 0.985130409940312 -2.42691777115091e-06 -6.59163106609179e-07 0.000147976757445339 0.999999989048277
309.798 2.99998226653623 6.61484645192617e-06 0.985130132046686 -2.41751523269297e-06 -7.73749400305127e-07 0.00014789787185687 0.999999989059888
309.818 2.99998228862343 6.66216091477e-06 0.985129877864034 -2.28811478288951e-06 -8.95531153547866e-07 0.000147802683599772 0.999999989074165
309.838 2.99998230335787 6.72852446409866e-06 0.985129590713239 -2.35678368792599e-06 -1.01324858544411e-06 0.000147691584735234 0.999999989090307
309.858 2.99998231011581 6.81229916708063e-06 0.98512924281038 -3.21117090889505e-06 -1.11148855083054e-06 0.00014756824468166 0.999999989106033
309.878 2.99998230846289 6.91729496530223e-06 0.985128833793017 -5.69388629608099e-06 -1.17419875021582e-06 0.000147438631525204 0.999999989114025
309.898 2.99998229814663 7.06088697094452e-06 0.985128382939824 -1.08625975744167e-05 -1.18945689431415e-06 0.000147309389114656 0.999999989090267
309.918 2.99998227908791 7.28220721912549e-06 0.985127921147649 -1.99491549397641e-05 -1.15428822003057e-06 0.000147186189698805 0.999999988968462
309.938 2.99998225137151 7.65036200812143e-06 0.985127482975033 -3.43184318605051e-05 -1.0793701971878e-06 0.000147072114488126 0.999999988595437
309.958 2.99998221520937 8.27331452444848e-06 0.985127100413322 -5.54197872031318e-05 -9.90803307929883e-07 0.000146966749103153 0.99999998766422
309.978 2.99998217083491 9.30845626797357e-06 0.985126801043239 -8.47197968735359e-05 -9.24434226222151e-07 0.000146867092508186 0.999999985625879
309.998 2.99998211837009 1.09738437618856e-05 0.985126607919071 -0.000123627606765752 -9.17244975633829e-07 0.000146769178797665 0.999999981587091
310.018 2.99998205769145 1.35594608505458e-05 0.98512653951929 -0.00017342000188793 -9.98629019970938e-07 0.000146669724243525 0.999999974206249
310.038 2.99998198829783 1.74384039350452e-05 0.985126609674073 -0.000235167578232931 -1.18182300642e-06 0.000146567747782504 0.999999961606354
310.058 2.99998190922128 2.30760635891483e-05 0.985126826892094 -0.000309689586803865 -1.45939013196746e-06 0.00014646553552147 0.999999941319037
310.078 2.99998181904777 3.10342200639085e-05 0.985127192162376 -0.000397581560851769 -1.80898869248305e-06 0.000146367941168288 0.999999910251024
310.098 2.99998171598111 4.19731351726704e-05 0.985127696155417 -0.000499271615256946 -2.20319296521659e-06 0.000146281034710977 0.999999864662421
310.118 2.99998159790853 5.66535671137787e-05 0.985128316401209 -0.000615077848632572 -2.61947061809235e-06 0.000146210730144712 0.99999980014738
310.138 2.99998146246164 7.59387759152255e-05 0.985129014596762 -0.000745265295673704 -3.05005835059095e-06 0.000146161431119736 0.999999711603545
310.158 2.99998130695699 0.000100796285049709 0.985129737280915 -0.000890091187471318 -3.50918803107153e-06 0.000146135115168829 0.999999593184863
310.178 2.99998112803082 0.000132299024097654 0.985130425056827 -0.00104982053215528 -4.03358806455442e-06 0.00014613153549602 0.99999943825292
310.198 2.99998092115356 0.000171626227580645 0.985131025181758 -0.00122473000349211 -4.68033553330634e-06 0.000146148862739106 0.999999239327222
310.218 2.99998068013955 0.000220064324416795 0.985131504286354 -0.00141511137969498 -5.52460665369341e-06 0.000146184346555184 0.999998988029187
310.238 2.99998039665968 0.000279007841586348 0.98513186080299 -0.00162127491257008 -6.65735035760604e-06 0.000146234979755628 0.999998675018456
310.258 2.99998005982835 0.000349960677263282 0.985132129829858 -0.00184355088821672 -8.18094636708605e-06 0.000146298010471672 0.999998289923581
310.278 2.99997965597913 0.000434538311822146 0.98513236879341 -0.00208228659724977 -1.0199745294901e-05 0.0001463710374059 0.999997821274632
310.298 2.99997916851468 0.000534470388310897 0.985132635546541 -0.00233784149656934 -1.28085923188901e-05 0.000146451918183457 0.999997256438693
310.318 2.99997857775962 0.000651603307133975 0.985132966175834 -0.00261058230143454 -1.60812732609303e-05 0.000146538646532005 0.99999658155809
310.338 2.99997786080605 0.000787902799893141 0.985133353224759 -0.00290087794826051 -2.00592883156294e-05 0.000146629225594741 0.999995781493414
310.358 2.99997699117051 0.000945455961330435 0.985133734731772 -0.00320909120020309 -2.47491412359954e-05 0.000146721667885354 0.999994839783637
310.378 2.99997593797197 0.00112647190568419 0.985134010721609 -0.00353556173088365 -3.01412439357036e-05 0.000146814312945636 0.999993738650553
310.398 2.99997466492117 0.00133328188114713 0.985134070511468 -0.00388058585102099 -3.62373353276245e-05 0.000146906303414481 0.99999245905099
310.418 2.99997312930277 0.00156833936348232 0.985133820433159 -0.00424439610598548 -4.30782264901314e-05 0.000146998098412997 0.999990980778087
310.438 2.99997128095565 0.00183422014386456 0.985133211185833 -0.00462714127168491 -5.07711390904896e-05 0.00014709198493591 0.999989282617515
310.458 2.99996906120734 0.00213362226658708 0.985132255583945 -0.00502887670377771 -5.95064884932186e-05 0.000147192293516059 0.999987342516147
310.478 2.99996640169169 0.00246936558565648 0.985131021923889 -0.00544958096797007 -6.95478738864104e-05 0.000147304857316263 0.999985137655378
310.498 2.99996322312072 0.00284439117125291 0.985129617745865 -0.00588918282328096 -8.12115155599988e-05 0.000147436117774712 0.99998264444587
310.518 2.99995943405461 0.00326176071041579 0.985128173226331 -0.00634758860322064 -9.48452878278751e-05 0.000147592180726904 0.999979838466678
310.538 2.99995492966007 0.00372465590239488 0.985126824632774 -0.00682470935009269 -0.000110807902010209 0.000147777933778576 0.999976694341212
310.558 2.99994959016622 0.00423637771530032 0.985125699398792 -0.00732048154006995 -0.000129452005287418 0.000147996574961233 0.9999731855851
